Time (s),Channel,Data
2.95885,prog_clk,1
2.95895,prog_clk,0
2.95905,prog_clk,1
2.95915,prog_clk,0
2.95925,prog_clk,1
2.95935,prog_clk,0
2.95945,prog_clk,1
2.95955,prog_clk,0
2.95965,prog_clk,1
2.95975,prog_clk,0
2.95985,prog_clk,1
2.95995,prog_clk,0
2.96005,prog_clk,1
2.96015,prog_clk,0
2.96025,prog_clk,1
2.96035,prog_clk,0
2.96045,prog_clk,1
2.96055,prog_clk,0
2.96065,prog_clk,1
2.96075,prog_clk,0
2.96085,prog_clk,1
2.96095,prog_clk,0
2.96105,prog_clk,1
2.96115,prog_clk,0
2.96125,prog_clk,1
2.96135,prog_clk,0
2.96145,prog_clk,1
2.96155,prog_clk,0
2.96165,prog_clk,1
2.96175,prog_clk,0
2.96185,prog_clk,1
2.96195,prog_clk,0
2.96205,prog_clk,1
2.96215,prog_clk,0
2.96225,prog_clk,1
2.96235,prog_clk,0
2.96245,prog_clk,1
2.96255,prog_clk,0
2.96265,prog_clk,1
2.96275,prog_clk,0
2.96285,prog_clk,1
2.96295,prog_clk,0
2.96305,prog_clk,1
2.96315,prog_clk,0
2.96325,prog_clk,1
2.96335,prog_clk,0
2.96345,prog_clk,1
2.96355,prog_clk,0
2.96365,prog_clk,1
2.96375,prog_clk,0
2.96385,prog_clk,1
2.96395,prog_clk,0
2.96405,prog_clk,1
2.96415,prog_clk,0
2.96425,prog_clk,1
2.96435,prog_clk,0
2.96445,prog_clk,1
2.96455,prog_clk,0
2.96465,prog_clk,1
2.96475,prog_clk,0
2.96485,prog_clk,1
2.96495,prog_clk,0
2.96505,prog_clk,1
2.96515,prog_clk,0
2.96525,prog_clk,1
2.96535,prog_clk,0
2.9655,prog_clk,1
2.96555,prog_clk,0
2.9657,prog_clk,1
2.9658,prog_clk,0
2.9659,prog_clk,1
2.966,prog_clk,0
2.9661,prog_clk,1
2.9662,prog_clk,0
2.9663,prog_clk,1
2.9664,prog_clk,0
2.9665,prog_clk,1
2.9666,prog_clk,0
2.9667,prog_clk,1
2.9668,prog_clk,0
2.9669,prog_clk,1
2.967,prog_clk,0
2.9671,prog_clk,1
2.9672,prog_clk,0
2.9673,prog_clk,1
2.9674,prog_clk,0
2.9675,prog_clk,1
2.9676,prog_clk,0
2.9677,prog_clk,1
2.9678,prog_clk,0
2.9679,prog_clk,1
2.968,prog_clk,0
2.9681,prog_clk,1
2.9682,prog_clk,0
2.9683,prog_clk,1
2.9684,prog_clk,0
2.9685,prog_clk,1
2.9686,prog_clk,0
2.9687,prog_clk,1
2.9688,prog_clk,0
2.9689,prog_clk,1
2.969,prog_clk,0
2.9691,prog_clk,1
2.9692,prog_clk,0
2.9693,prog_clk,1
2.9694,prog_clk,0
2.9695,prog_clk,1
2.9696,prog_clk,0
2.9697,prog_clk,1
2.9698,prog_clk,0
2.9699,prog_clk,1
2.97,prog_clk,0
2.9701,prog_clk,1
2.9702,prog_clk,0
2.9703,prog_clk,1
2.9704,prog_clk,0
2.9705,prog_clk,1
2.9706,prog_clk,0
2.9707,prog_clk,1
2.9708,prog_clk,0
2.9709,prog_clk,1
2.971,prog_clk,0
2.9711,prog_clk,1
2.9712,prog_clk,0
2.9713,prog_clk,1
2.9714,prog_clk,0
2.9715,prog_clk,1
2.9716,prog_clk,0
2.9717,prog_clk,1
2.9718,prog_clk,0
2.9719,prog_clk,1
2.972,prog_clk,0
2.9721,prog_clk,1
2.9722,prog_clk,0
2.9723,prog_clk,1
2.9724,prog_clk,0
2.9725,prog_clk,1
2.9726,prog_clk,0
2.9727,prog_clk,1
2.9728,prog_clk,0
2.9729,prog_clk,1
2.973,prog_clk,0
2.9731,prog_clk,1
2.9732,prog_clk,0
2.9733,prog_clk,1
2.9734,prog_clk,0
2.9735,prog_clk,1
2.9736,prog_clk,0
2.9737,prog_clk,1
2.9738,prog_clk,0
2.9739,prog_clk,1
2.974,prog_clk,0
2.9741,prog_clk,1
2.9742,prog_clk,0
2.9743,prog_clk,1
2.9744,prog_clk,0
2.9745,prog_clk,1
2.9746,prog_clk,0
2.9747,prog_clk,1
2.9748,prog_clk,0
2.9749,prog_clk,1
2.975,prog_clk,0
2.9751,prog_clk,1
2.9752,prog_clk,0
2.9753,prog_clk,1
2.9754,prog_clk,0
2.9755,prog_clk,1
2.9756,prog_clk,0
2.97575,prog_clk,1
2.9758,prog_clk,0
2.97595,prog_clk,1
2.97605,prog_clk,0
2.97615,prog_clk,1
2.97625,prog_clk,0
2.97635,prog_clk,1
2.97645,prog_clk,0
2.97655,prog_clk,1
2.97665,prog_clk,0
2.97675,prog_clk,1
2.97685,prog_clk,0
2.97695,prog_clk,1
2.97705,prog_clk,0
2.97715,prog_clk,1
2.97725,prog_clk,0
2.97735,prog_clk,1
2.97745,prog_clk,0
2.97755,prog_clk,1
2.97765,prog_clk,0
2.97775,prog_clk,1
2.97785,prog_clk,0
2.97795,prog_clk,1
2.97805,prog_clk,0
2.97815,prog_clk,1
2.97825,prog_clk,0
2.97835,prog_clk,1
2.97845,prog_clk,0
2.97855,prog_clk,1
2.97865,prog_clk,0
2.97875,prog_clk,1
2.97885,prog_clk,0
2.97895,prog_clk,1
2.97905,prog_clk,0
2.97915,prog_clk,1
2.97925,prog_clk,0
2.97935,prog_clk,1
2.97945,prog_clk,0
2.97955,prog_clk,1
2.97965,prog_clk,0
2.97975,prog_clk,1
2.97985,prog_clk,0
2.97995,prog_clk,1
2.98005,prog_clk,0
2.98015,prog_clk,1
2.98025,prog_clk,0
2.98035,prog_clk,1
2.98045,prog_clk,0
2.98055,prog_clk,1
2.98065,prog_clk,0
2.98075,prog_clk,1
2.98085,prog_clk,0
2.98095,prog_clk,1
2.98105,prog_clk,0
2.98115,prog_clk,1
2.98125,prog_clk,0
2.98135,prog_clk,1
2.98145,prog_clk,0
2.98155,prog_clk,1
2.98165,prog_clk,0
2.98175,prog_clk,1
2.98185,prog_clk,0
2.98195,prog_clk,1
2.98205,prog_clk,0
2.98215,prog_clk,1
2.98225,prog_clk,0
2.98235,prog_clk,1
2.98245,prog_clk,0
2.98255,prog_clk,1
2.98265,prog_clk,0
2.98275,prog_clk,1
2.98285,prog_clk,0
2.98295,prog_clk,1
2.98305,prog_clk,0
2.98315,prog_clk,1
2.98325,prog_clk,0
2.98335,prog_clk,1
2.98345,prog_clk,0
2.98355,prog_clk,1
2.98365,prog_clk,0
2.98375,prog_clk,1
2.98385,prog_clk,0
2.98395,prog_clk,1
2.98405,prog_clk,0
2.98415,prog_clk,1
2.98425,prog_clk,0
2.98435,prog_clk,1
2.98445,prog_clk,0
2.98455,prog_clk,1
2.98465,prog_clk,0
2.98475,prog_clk,1
2.98485,prog_clk,0
2.98495,prog_clk,1
2.98505,prog_clk,0
2.98515,prog_clk,1
2.98525,prog_clk,0
2.98535,prog_clk,1
2.98545,prog_clk,0
2.98555,prog_clk,1
2.98565,prog_clk,0
2.98575,prog_clk,1
2.98585,prog_clk,0
2.986,prog_clk,1
2.98605,prog_clk,0
2.9862,prog_clk,1
2.9863,prog_clk,0
2.9864,prog_clk,1
2.9865,prog_clk,0
2.9866,prog_clk,1
2.9867,prog_clk,0
2.9868,prog_clk,1
2.9869,prog_clk,0
2.987,prog_clk,1
2.9871,prog_clk,0
2.9872,prog_clk,1
2.9873,prog_clk,0
2.9874,prog_clk,1
2.9875,prog_clk,0
2.9876,prog_clk,1
2.9877,prog_clk,0
2.9878,prog_clk,1
2.9879,prog_clk,0
2.988,prog_clk,1
2.9881,prog_clk,0
2.9882,prog_clk,1
2.9883,prog_clk,0
2.9884,prog_clk,1
2.9885,prog_clk,0
2.9886,prog_clk,1
2.9887,prog_clk,0
2.9888,prog_clk,1
2.9889,prog_clk,0
2.989,prog_clk,1
2.9891,prog_clk,0
2.9892,prog_clk,1
2.9893,prog_clk,0
2.9894,prog_clk,1
2.9895,prog_clk,0
2.9896,prog_clk,1
2.9897,prog_clk,0
2.9898,prog_clk,1
2.9899,prog_clk,0
2.99,prog_clk,1
2.9901,prog_clk,0
2.9902,prog_clk,1
2.9903,prog_clk,0
2.9904,prog_clk,1
2.9905,prog_clk,0
2.9906,prog_clk,1
2.9907,prog_clk,0
2.9908,prog_clk,1
2.9909,prog_clk,0
2.991,prog_clk,1
2.9911,prog_clk,0
2.9912,prog_clk,1
2.9913,prog_clk,0
2.9914,prog_clk,1
2.9915,prog_clk,0
2.9916,prog_clk,1
2.9917,prog_clk,0
2.9918,prog_clk,1
2.9919,prog_clk,0
2.992,prog_clk,1
2.9921,prog_clk,0
2.9922,prog_clk,1
2.9923,prog_clk,0
2.9924,prog_clk,1
2.9925,prog_clk,0
2.9926,prog_clk,1
2.9927,prog_clk,0
2.9928,prog_clk,1
2.9929,prog_clk,0
2.993,prog_clk,1
2.9931,prog_clk,0
2.9932,prog_clk,1
2.9933,prog_clk,0
2.9934,prog_clk,1
2.9935,prog_clk,0
2.9936,prog_clk,1
2.9937,prog_clk,0
2.9938,prog_clk,1
2.9939,prog_clk,0
2.994,prog_clk,1
2.9941,prog_clk,0
2.9942,prog_clk,1
2.9943,prog_clk,0
2.9944,prog_clk,1
2.9945,prog_clk,0
2.9946,prog_clk,1
2.9947,prog_clk,0
2.9948,prog_clk,1
2.9949,prog_clk,0
2.995,prog_clk,1
2.9951,prog_clk,0
2.9952,prog_clk,1
2.9953,prog_clk,0
2.9954,prog_clk,1
2.9955,prog_clk,0
2.9956,prog_clk,1
2.9957,prog_clk,0
2.9958,prog_clk,1
2.9959,prog_clk,0
2.996,prog_clk,1
2.9961,prog_clk,0
2.99625,prog_clk,1
2.9963,prog_clk,0
2.99645,prog_clk,1
2.99655,prog_clk,0
2.99665,prog_clk,1
2.99675,prog_clk,0
2.99685,prog_clk,1
2.99695,prog_clk,0
2.99705,prog_clk,1
2.99715,prog_clk,0
2.99725,prog_clk,1
2.99735,prog_clk,0
2.99745,prog_clk,1
2.99755,prog_clk,0
2.99765,prog_clk,1
2.99775,prog_clk,0
2.99785,prog_clk,1
2.99795,prog_clk,0
2.99805,prog_clk,1
2.99815,prog_clk,0
2.99825,prog_clk,1
2.99835,prog_clk,0
2.99845,prog_clk,1
2.99855,prog_clk,0
2.99865,prog_clk,1
2.99875,prog_clk,0
2.99885,prog_clk,1
2.99895,prog_clk,0
2.99905,prog_clk,1
2.99915,prog_clk,0
2.99925,prog_clk,1
2.99935,prog_clk,0
2.99945,prog_clk,1
2.99955,prog_clk,0
2.99965,prog_clk,1
2.99975,prog_clk,0
2.99985,prog_clk,1
2.99995,prog_clk,0
3.00005,prog_clk,1
3.00015,prog_clk,0
3.00025,prog_clk,1
3.00035,prog_clk,0
3.00045,prog_clk,1
3.00055,prog_clk,0
3.00065,prog_clk,1
3.00075,prog_clk,0
3.00085,prog_clk,1
3.00095,prog_clk,0
3.00105,prog_clk,1
3.00115,prog_clk,0
3.00125,prog_clk,1
3.00135,prog_clk,0
3.00145,prog_clk,1
3.00155,prog_clk,0
3.00165,prog_clk,1
3.00175,prog_clk,0
3.00185,prog_clk,1
3.00195,prog_clk,0
3.00205,prog_clk,1
3.00215,prog_clk,0
3.00225,prog_clk,1
3.00235,prog_clk,0
3.00245,prog_clk,1
3.00255,prog_clk,0
3.00265,prog_clk,1
3.00275,prog_clk,0
3.00285,prog_clk,1
3.00295,prog_clk,0
3.00305,prog_clk,1
3.00315,prog_clk,0
3.00325,prog_clk,1
3.00335,prog_clk,0
3.00345,prog_clk,1
3.00355,prog_clk,0
3.00365,prog_clk,1
3.00375,prog_clk,0
3.00385,prog_clk,1
3.00395,prog_clk,0
3.00405,prog_clk,1
3.00415,prog_clk,0
3.00425,prog_clk,1
3.00435,prog_clk,0
3.00445,prog_clk,1
3.00455,prog_clk,0
3.00465,prog_clk,1
3.00475,prog_clk,0
3.00485,prog_clk,1
3.00495,prog_clk,0
3.00505,prog_clk,1
3.00515,prog_clk,0
3.00525,prog_clk,1
3.00535,prog_clk,0
3.00545,prog_clk,1
3.00555,prog_clk,0
3.00565,prog_clk,1
3.00575,prog_clk,0
3.00585,prog_clk,1
3.00595,prog_clk,0
3.00605,prog_clk,1
3.00615,prog_clk,0
3.00625,prog_clk,1
3.00635,prog_clk,0
3.0065,prog_clk,1
3.0066,prog_clk,0
3.0067,prog_clk,1
3.0068,prog_clk,0
3.0069,prog_clk,1
3.007,prog_clk,0
3.0071,prog_clk,1
3.0072,prog_clk,0
3.0073,prog_clk,1
3.0074,prog_clk,0
3.0075,prog_clk,1
3.0076,prog_clk,0
3.0077,prog_clk,1
3.0078,prog_clk,0
3.0079,prog_clk,1
3.008,prog_clk,0
3.0081,prog_clk,1
3.0082,prog_clk,0
3.0083,prog_clk,1
3.0084,prog_clk,0
3.0085,prog_clk,1
3.0086,prog_clk,0
3.0087,prog_clk,1
3.0088,prog_clk,0
3.0089,prog_clk,1
3.009,prog_clk,0
3.0091,prog_clk,1
3.0092,prog_clk,0
3.0093,prog_clk,1
3.0094,prog_clk,0
3.0095,prog_clk,1
3.0096,prog_clk,0
3.0097,prog_clk,1
3.0098,prog_clk,0
3.0099,prog_clk,1
3.01,prog_clk,0
3.0101,prog_clk,1
3.0102,prog_clk,0
3.0103,prog_clk,1
3.0104,prog_clk,0
3.0105,prog_clk,1
3.0106,prog_clk,0
3.0107,prog_clk,1
3.0108,prog_clk,0
3.0109,prog_clk,1
3.011,prog_clk,0
3.0111,prog_clk,1
3.0112,prog_clk,0
3.0113,prog_clk,1
3.0114,prog_clk,0
3.0115,prog_clk,1
3.0116,prog_clk,0
3.0117,prog_clk,1
3.0118,prog_clk,0
3.0119,prog_clk,1
3.012,prog_clk,0
3.0121,prog_clk,1
3.0122,prog_clk,0
3.0123,prog_clk,1
3.0124,prog_clk,0
3.0125,prog_clk,1
3.0126,prog_clk,0
3.0127,prog_clk,1
3.0128,prog_clk,0
3.0129,prog_clk,1
3.013,prog_clk,0
3.0131,prog_clk,1
3.0132,prog_clk,0
3.0133,prog_clk,1
3.0134,prog_clk,0
3.0135,prog_clk,1
3.0136,prog_clk,0
3.0137,prog_clk,1
3.0138,prog_clk,0
3.0139,prog_clk,1
3.014,prog_clk,0
3.0141,prog_clk,1
3.0142,prog_clk,0
3.0143,prog_clk,1
3.0144,prog_clk,0
3.0145,prog_clk,1
3.0146,prog_clk,0
3.0147,prog_clk,1
3.0148,prog_clk,0
3.0149,prog_clk,1
3.015,prog_clk,0
3.0151,prog_clk,1
3.0152,prog_clk,0
3.0153,prog_clk,1
3.0154,prog_clk,0
3.0155,prog_clk,1
3.0156,prog_clk,0
3.0157,prog_clk,1
3.0158,prog_clk,0
3.0159,prog_clk,1
3.016,prog_clk,0
3.0161,prog_clk,1
3.0162,prog_clk,0
3.0163,prog_clk,1
3.0164,prog_clk,0
3.0165,prog_clk,1
3.0166,prog_clk,0
3.01675,prog_clk,1
3.01685,prog_clk,0
3.01695,prog_clk,1
3.01705,prog_clk,0
3.01715,prog_clk,1
3.01725,prog_clk,0
3.01735,prog_clk,1
3.01745,prog_clk,0
3.01755,prog_clk,1
3.01765,prog_clk,0
3.01775,prog_clk,1
3.01785,prog_clk,0
3.01795,prog_clk,1
3.01805,prog_clk,0
3.01815,prog_clk,1
3.01825,prog_clk,0
3.01835,prog_clk,1
3.01845,prog_clk,0
3.01855,prog_clk,1
3.01865,prog_clk,0
3.01875,prog_clk,1
3.01885,prog_clk,0
3.01895,prog_clk,1
3.01905,prog_clk,0
3.01915,prog_clk,1
3.01925,prog_clk,0
3.01935,prog_clk,1
3.01945,prog_clk,0
3.01955,prog_clk,1
3.01965,prog_clk,0
3.01975,prog_clk,1
3.01985,prog_clk,0
3.01995,prog_clk,1
3.02005,prog_clk,0
3.02015,prog_clk,1
3.02025,prog_clk,0
3.02035,prog_clk,1
3.02045,prog_clk,0
3.02055,prog_clk,1
3.02065,prog_clk,0
3.02075,prog_clk,1
3.02085,prog_clk,0
3.02095,prog_clk,1
3.02105,prog_clk,0
3.02115,prog_clk,1
3.02125,prog_clk,0
3.02135,prog_clk,1
3.02145,prog_clk,0
3.02155,prog_clk,1
3.02165,prog_clk,0
3.02175,prog_clk,1
3.02185,prog_clk,0
3.02195,prog_clk,1
3.02205,prog_clk,0
3.02215,prog_clk,1
3.02225,prog_clk,0
3.02235,prog_clk,1
3.02245,prog_clk,0
3.02255,prog_clk,1
3.02265,prog_clk,0
3.02275,prog_clk,1
3.02285,prog_clk,0
3.02295,prog_clk,1
3.02305,prog_clk,0
3.02315,prog_clk,1
3.02325,prog_clk,0
3.02335,prog_clk,1
3.02345,prog_clk,0
3.02355,prog_clk,1
3.02365,prog_clk,0
3.02375,prog_clk,1
3.02385,prog_clk,0
3.02395,prog_clk,1
3.02405,prog_clk,0
3.02415,prog_clk,1
3.02425,prog_clk,0
3.02435,prog_clk,1
3.02445,prog_clk,0
3.02455,prog_clk,1
3.02465,prog_clk,0
3.02475,prog_clk,1
3.02485,prog_clk,0
3.02495,prog_clk,1
3.02505,prog_clk,0
3.02515,prog_clk,1
3.02525,prog_clk,0
3.02535,prog_clk,1
3.02545,prog_clk,0
3.02555,prog_clk,1
3.02565,prog_clk,0
3.02575,prog_clk,1
3.02585,prog_clk,0
3.02595,prog_clk,1
3.02605,prog_clk,0
3.02615,prog_clk,1
3.02625,prog_clk,0
3.02635,prog_clk,1
3.02645,prog_clk,0
3.02655,prog_clk,1
3.02665,prog_clk,0
3.02675,prog_clk,1
3.02685,prog_clk,0
3.027,prog_clk,1
3.0271,prog_clk,0
3.0272,prog_clk,1
3.0273,prog_clk,0
3.0274,prog_clk,1
3.0275,prog_clk,0
3.0276,prog_clk,1
3.0277,prog_clk,0
3.0278,prog_clk,1
3.0279,prog_clk,0
3.028,prog_clk,1
3.0281,prog_clk,0
3.0282,prog_clk,1
3.0283,prog_clk,0
3.0284,prog_clk,1
3.0285,prog_clk,0
3.0286,prog_clk,1
3.0287,prog_clk,0
3.0288,prog_clk,1
3.0289,prog_clk,0
3.029,prog_clk,1
3.0291,prog_clk,0
3.0292,prog_clk,1
3.0293,prog_clk,0
3.0294,prog_clk,1
3.0295,prog_clk,0
3.0296,prog_clk,1
3.0297,prog_clk,0
3.0298,prog_clk,1
3.0299,prog_clk,0
3.03,prog_clk,1
3.0301,prog_clk,0
3.0302,prog_clk,1
3.0303,prog_clk,0
3.0304,prog_clk,1
3.0305,prog_clk,0
3.0306,prog_clk,1
3.0307,prog_clk,0
3.0308,prog_clk,1
3.0309,prog_clk,0
3.031,prog_clk,1
3.0311,prog_clk,0
3.0312,prog_clk,1
3.0313,prog_clk,0
3.0314,prog_clk,1
3.0315,prog_clk,0
3.0316,prog_clk,1
3.0317,prog_clk,0
3.0318,prog_clk,1
3.0319,prog_clk,0
3.032,prog_clk,1
3.0321,prog_clk,0
3.0322,prog_clk,1
3.0323,prog_clk,0
3.0324,prog_clk,1
3.0325,prog_clk,0
3.0326,prog_clk,1
3.0327,prog_clk,0
3.0328,prog_clk,1
3.0329,prog_clk,0
3.033,prog_clk,1
3.0331,prog_clk,0
3.0332,prog_clk,1
3.0333,prog_clk,0
3.0334,prog_clk,1
3.0335,prog_clk,0
3.0336,prog_clk,1
3.0337,prog_clk,0
3.0338,prog_clk,1
3.0339,prog_clk,0
3.034,prog_clk,1
3.0341,prog_clk,0
3.0342,prog_clk,1
3.0343,prog_clk,0
3.0344,prog_clk,1
3.0345,prog_clk,0
3.0346,prog_clk,1
3.0347,prog_clk,0
3.0348,prog_clk,1
3.0349,prog_clk,0
3.035,prog_clk,1
3.0351,prog_clk,0
3.0352,prog_clk,1
3.0353,prog_clk,0
3.0354,prog_clk,1
3.0355,prog_clk,0
3.0356,prog_clk,1
3.0357,prog_clk,0
3.0358,prog_clk,1
3.0359,prog_clk,0
3.036,prog_clk,1
3.0361,prog_clk,0
3.0362,prog_clk,1
3.0363,prog_clk,0
3.0364,prog_clk,1
3.0365,prog_clk,0
3.0366,prog_clk,1
3.0367,prog_clk,0
3.0368,prog_clk,1
3.0369,prog_clk,0
3.037,prog_clk,1
3.0371,prog_clk,0
3.03725,prog_clk,1
3.03735,prog_clk,0
3.03745,prog_clk,1
3.03755,prog_clk,0
3.03765,prog_clk,1
3.03775,prog_clk,0
3.03785,prog_clk,1
3.03795,prog_clk,0
3.03805,prog_clk,1
3.03815,prog_clk,0
3.03825,prog_clk,1
3.03835,prog_clk,0
3.03845,prog_clk,1
3.03855,prog_clk,0
3.03865,prog_clk,1
3.03875,prog_clk,0
3.03885,prog_clk,1
3.03895,prog_clk,0
3.03905,prog_clk,1
3.03915,prog_clk,0
3.03925,prog_clk,1
3.03935,prog_clk,0
3.03945,prog_clk,1
3.03955,prog_clk,0
3.03965,prog_clk,1
3.03975,prog_clk,0
3.03985,prog_clk,1
3.03995,prog_clk,0
3.04005,prog_clk,1
3.04015,prog_clk,0
3.04025,prog_clk,1
3.04035,prog_clk,0
3.04045,prog_clk,1
3.04055,prog_clk,0
3.04065,prog_clk,1
3.04075,prog_clk,0
3.04085,prog_clk,1
3.04095,prog_clk,0
3.04105,prog_clk,1
3.04115,prog_clk,0
3.04125,prog_clk,1
3.04135,prog_clk,0
3.04145,prog_clk,1
3.04155,prog_clk,0
3.04165,prog_clk,1
3.04175,prog_clk,0
3.04185,prog_clk,1
3.04195,prog_clk,0
3.04205,prog_clk,1
3.04215,prog_clk,0
3.04225,prog_clk,1
3.04235,prog_clk,0
3.04245,prog_clk,1
3.04255,prog_clk,0
3.04265,prog_clk,1
3.04275,prog_clk,0
3.04285,prog_clk,1
3.04295,prog_clk,0
3.04305,prog_clk,1
3.04315,prog_clk,0
3.04325,prog_clk,1
3.04335,prog_clk,0
3.04345,prog_clk,1
3.04355,prog_clk,0
3.04365,prog_clk,1
3.04375,prog_clk,0
3.04385,prog_clk,1
3.04395,prog_clk,0
3.04405,prog_clk,1
3.04415,prog_clk,0
3.04425,prog_clk,1
3.04435,prog_clk,0
3.04445,prog_clk,1
3.04455,prog_clk,0
3.04465,prog_clk,1
3.04475,prog_clk,0
3.04485,prog_clk,1
3.04495,prog_clk,0
3.04505,prog_clk,1
3.04515,prog_clk,0
3.04525,prog_clk,1
3.04535,prog_clk,0
3.04545,prog_clk,1
3.04555,prog_clk,0
3.04565,prog_clk,1
3.04575,prog_clk,0
3.04585,prog_clk,1
3.04595,prog_clk,0
3.04605,prog_clk,1
3.04615,prog_clk,0
3.04625,prog_clk,1
3.04635,prog_clk,0
3.04645,prog_clk,1
3.04655,prog_clk,0
3.04665,prog_clk,1
3.04675,prog_clk,0
3.04685,prog_clk,1
3.04695,prog_clk,0
3.04705,prog_clk,1
3.04715,prog_clk,0
3.04725,prog_clk,1
3.04735,prog_clk,0
3.0475,prog_clk,1
3.0476,prog_clk,0
3.0477,prog_clk,1
3.0478,prog_clk,0
3.0479,prog_clk,1
3.048,prog_clk,0
3.0481,prog_clk,1
3.0482,prog_clk,0
3.0483,prog_clk,1
3.0484,prog_clk,0
3.0485,prog_clk,1
3.0486,prog_clk,0
3.0487,prog_clk,1
3.0488,prog_clk,0
3.0489,prog_clk,1
3.049,prog_clk,0
3.0491,prog_clk,1
3.0492,prog_clk,0
3.0493,prog_clk,1
3.0494,prog_clk,0
3.0495,prog_clk,1
3.0496,prog_clk,0
3.0497,prog_clk,1
3.0498,prog_clk,0
3.0499,prog_clk,1
3.05,prog_clk,0
3.0501,prog_clk,1
3.0502,prog_clk,0
3.0503,prog_clk,1
3.0504,prog_clk,0
3.0505,prog_clk,1
3.0506,prog_clk,0
3.0507,prog_clk,1
3.0508,prog_clk,0
3.0509,prog_clk,1
3.051,prog_clk,0
3.0511,prog_clk,1
3.0512,prog_clk,0
3.0513,prog_clk,1
3.0514,prog_clk,0
3.0515,prog_clk,1
3.0516,prog_clk,0
3.0517,prog_clk,1
3.0518,prog_clk,0
3.0519,prog_clk,1
3.052,prog_clk,0
3.0521,prog_clk,1
3.0522,prog_clk,0
3.0523,prog_clk,1
3.0524,prog_clk,0
3.0525,prog_clk,1
3.0526,prog_clk,0
3.0527,prog_clk,1
3.0528,prog_clk,0
3.0529,prog_clk,1
3.053,prog_clk,0
3.0531,prog_clk,1
3.0532,prog_clk,0
3.0533,prog_clk,1
3.0534,prog_clk,0
3.0535,prog_clk,1
3.0536,prog_clk,0
3.0537,prog_clk,1
3.0538,prog_clk,0
3.0539,prog_clk,1
3.054,prog_clk,0
3.0541,prog_clk,1
3.0542,prog_clk,0
3.0543,prog_clk,1
3.0544,prog_clk,0
3.0545,prog_clk,1
3.0546,prog_clk,0
3.0547,prog_clk,1
3.0548,prog_clk,0
3.0549,prog_clk,1
3.055,prog_clk,0
3.0551,prog_clk,1
3.0552,prog_clk,0
3.0553,prog_clk,1
3.0554,prog_clk,0
3.0555,prog_clk,1
3.0556,prog_clk,0
3.0557,prog_clk,1
3.0558,prog_clk,0
3.0559,prog_clk,1
3.056,prog_clk,0
3.0561,prog_clk,1
3.0562,prog_clk,0
3.0563,prog_clk,1
3.0564,prog_clk,0
3.0565,prog_clk,1
3.0566,prog_clk,0
3.0567,prog_clk,1
3.0568,prog_clk,0
3.0569,prog_clk,1
3.057,prog_clk,0
3.0571,prog_clk,1
3.0572,prog_clk,0
3.0573,prog_clk,1
3.0574,prog_clk,0
3.0575,prog_clk,1
3.0576,prog_clk,0
3.05775,prog_clk,1
3.05785,prog_clk,0
3.05795,prog_clk,1
3.05805,prog_clk,0
3.05815,prog_clk,1
3.05825,prog_clk,0
3.05835,prog_clk,1
3.05845,prog_clk,0
3.05855,prog_clk,1
3.05865,prog_clk,0
3.05875,prog_clk,1
3.05885,prog_clk,0
3.05895,prog_clk,1
3.05905,prog_clk,0
3.05915,prog_clk,1
3.05925,prog_clk,0
3.05935,prog_clk,1
3.05945,prog_clk,0
3.05955,prog_clk,1
3.05965,prog_clk,0
3.05975,prog_clk,1
3.05985,prog_clk,0
3.05995,prog_clk,1
3.06005,prog_clk,0
3.06015,prog_clk,1
3.06025,prog_clk,0
3.06035,prog_clk,1
3.06045,prog_clk,0
3.06055,prog_clk,1
3.06065,prog_clk,0
3.06075,prog_clk,1
3.06085,prog_clk,0
3.06095,prog_clk,1
3.06105,prog_clk,0
3.06115,prog_clk,1
3.06125,prog_clk,0
3.06135,prog_clk,1
3.06145,prog_clk,0
3.06155,prog_clk,1
3.06165,prog_clk,0
3.06175,prog_clk,1
3.06185,prog_clk,0
3.06195,prog_clk,1
3.06205,prog_clk,0
3.06215,prog_clk,1
3.06225,prog_clk,0
3.06235,prog_clk,1
3.06245,prog_clk,0
3.06255,prog_clk,1
3.06265,prog_clk,0
3.06275,prog_clk,1
3.06285,prog_clk,0
3.06295,prog_clk,1
3.06305,prog_clk,0
3.06315,prog_clk,1
3.06325,prog_clk,0
3.06335,prog_clk,1
3.06345,prog_clk,0
3.06355,prog_clk,1
3.06365,prog_clk,0
3.06375,prog_clk,1
3.06385,prog_clk,0
3.06395,prog_clk,1
3.06405,prog_clk,0
3.06415,prog_clk,1
3.06425,prog_clk,0
3.06435,prog_clk,1
3.06445,prog_clk,0
3.06455,prog_clk,1
3.06465,prog_clk,0
3.06475,prog_clk,1
3.06485,prog_clk,0
3.06495,prog_clk,1
3.06505,prog_clk,0
3.06515,prog_clk,1
3.06525,prog_clk,0
3.06535,prog_clk,1
3.06545,prog_clk,0
3.06555,prog_clk,1
3.06565,prog_clk,0
3.06575,prog_clk,1
3.06585,prog_clk,0
3.06595,prog_clk,1
3.06605,prog_clk,0
3.06615,prog_clk,1
3.06625,prog_clk,0
3.06635,prog_clk,1
3.06645,prog_clk,0
3.06655,prog_clk,1
3.06665,prog_clk,0
3.06675,prog_clk,1
3.06685,prog_clk,0
3.06695,prog_clk,1
3.06705,prog_clk,0
3.06715,prog_clk,1
3.06725,prog_clk,0
